title,domestic_gross,foreign_gross,year,production_budget,worldwide_gross,profit_loss
The Adventures of Tintin,77600000.0,296400000.0,2011,17000000.0,374000000.0,357000000.0
Captain America: The First Avenger,176700000.0,193900000.0,2011,17000000.0,370600000.0,353600000.0
X-Men: First Class,146400000.0,207200000.0,2011,17000000.0,353600000.0,336600000.0
Alvin and the Chipmunks: Chipwrecked,133100000.0,209600000.0,2011,17000000.0,342700000.0,325700000.0
Real Steel,85500000.0,213800000.0,2011,17000000.0,299300000.0,282300000.0
Bridesmaids,169100000.0,119300000.0,2011,17000000.0,288400000.0,271400000.0
Super 8,127000000.0,133100000.0,2011,17000000.0,260100000.0,243100000.0
Rango,123500000.0,122200000.0,2011,17000000.0,245700000.0,228700000.0
The Girl with the Dragon Tattoo (2011),102500000.0,130100000.0,2011,17000000.0,232600000.0,215600000.0
The Green Hornet,98800000.0,129000000.0,2011,17000000.0,227800000.0,210800000.0
Immortals,83500000.0,143400000.0,2011,17000000.0,226900000.0,209900000.0
Green Lantern,116600000.0,103300000.0,2011,17000000.0,219900000.0,202900000.0
The Help,169700000.0,46900000.0,2011,17000000.0,216600000.0,199600000.0
Bad Teacher,100300000.0,115900000.0,2011,17000000.0,216200000.0,199200000.0
Just Go With It,103000000.0,111900000.0,2011,17000000.0,214900000.0,197900000.0
Battle: Los Angeles,83600000.0,128300000.0,2011,17000000.0,211900000.0,194900000.0
Horrible Bosses,117500000.0,92100000.0,2011,17000000.0,209600000.0,192600000.0
Paranormal Activity 3,104000000.0,103000000.0,2011,17000000.0,207000000.0,190000000.0
Gnomeo and Juliet,100000000.0,94000000.0,2011,17000000.0,194000000.0,177000000.0
Mr. Popper's Penguins,68200000.0,119100000.0,2011,17000000.0,187300000.0,170300000.0
Hugo,73900000.0,111900000.0,2011,17000000.0,185800000.0,168800000.0
The Lion King (in 3D),94200000.0,91300000.0,2011,17000000.0,185500000.0,168500000.0
Hop,108100000.0,75900000.0,2011,17000000.0,184000000.0,167000000.0
War Horse,79900000.0,97700000.0,2011,17000000.0,177600000.0,160600000.0
The Descendants,82600000.0,94700000.0,2011,17000000.0,177300000.0,160300000.0
Cowboys & Aliens,100200000.0,74600000.0,2011,17000000.0,174800000.0,157800000.0
In Time,37500000.0,136400000.0,2011,17000000.0,173900000.0,156900000.0
Zookeeper,80400000.0,89500000.0,2011,17000000.0,169900000.0,152900000.0
The Muppets,88600000.0,76600000.0,2011,17000000.0,165200000.0,148200000.0
Limitless,79200000.0,82600000.0,2011,17000000.0,161800000.0,144800000.0
Johnny English Reborn,8300000.0,151800000.0,2011,17000000.0,160100000.0,143100000.0
Final Destination 5,42600000.0,115300000.0,2011,17000000.0,157900000.0,140900000.0
Tower Heist,78000000.0,74900000.0,2011,17000000.0,152900000.0,135900000.0
Midnight in Paris,56800000.0,94300000.0,2011,17000000.0,151100000.0,134100000.0
Happy Feet Two,64000000.0,86400000.0,2011,17000000.0,150400000.0,133400000.0
I Am Number Four,55100000.0,94800000.0,2011,17000000.0,149900000.0,132900000.0
Jack and Jill,74200000.0,75500000.0,2011,17000000.0,149700000.0,132700000.0
Friends with Benefits,55800000.0,93700000.0,2011,17000000.0,149500000.0,132500000.0
No Strings Attached,70700000.0,78600000.0,2011,17000000.0,149300000.0,132300000.0
Arthur Christmas,46500000.0,101000000.0,2011,17000000.0,147500000.0,130500000.0
Source Code,54700000.0,92600000.0,2011,17000000.0,147300000.0,130300000.0
"Crazy, Stupid, Love.",84400000.0,58500000.0,2011,17000000.0,142900000.0,125900000.0
New Year's Eve,54500000.0,87500000.0,2011,17000000.0,142000000.0,125000000.0
Contagion,75700000.0,59800000.0,2011,17000000.0,135500000.0,118500000.0
The Artist,44700000.0,88800000.0,2011,17000000.0,133500000.0,116500000.0
The Three Musketeers (2011),20400000.0,111900000.0,2011,17000000.0,132300000.0,115300000.0
Unknown,63700000.0,67099999.0,2011,17000000.0,130799999.0,113799999.0
The Adjustment Bureau,62500000.0,65400000.0,2011,17000000.0,127900000.0,110900000.0
We Bought a Zoo,75600000.0,44500000.0,2011,17000000.0,120100000.0,103100000.0
Water for Elephants,58700000.0,58400000.0,2011,17000000.0,117100000.0,100100000.0
The Iron Lady,30000000.0,84900000.0,2011,17000000.0,114900000.0,97900000.0
Moneyball,75600000.0,34600000.0,2011,17000000.0,110200000.0,93200000.0
Sanctum,23200000.0,85400000.0,2011,17000000.0,108600000.0,91600000.0
Justin Bieber: Never Say Never,73000000.0,26000000.0,2011,17000000.0,99000000.0,82000000.0
Paul,37400000.0,60600000.0,2011,17000000.0,98000000.0,81000000.0
Scream 4,38200000.0,59000000.0,2011,17000000.0,97200000.0,80200000.0
Insidious,54000000.0,43000000.0,2011,17000000.0,97000000.0,80000000.0
The Rite,33000000.0,63000000.0,2011,17000000.0,96000000.0,79000000.0
Dolphin Tale,72300000.0,23100000.0,2011,17000000.0,95400000.0,78400000.0
Season of the Witch,24800000.0,66800000.0,2011,17000000.0,91600000.0,74600000.0
Sucker Punch,36400000.0,53400000.0,2011,17000000.0,89800000.0,72800000.0
Red Riding Hood,37700000.0,51500000.0,2011,17000000.0,89200000.0,72200000.0
Spy Kids: All the Time in the World,38500000.0,47000000.0,2011,17000000.0,85500000.0,68500000.0
J. Edgar,37300000.0,47600000.0,2011,17000000.0,84900000.0,67900000.0
Hall Pass,45100000.0,38100000.0,2011,17000000.0,83200000.0,66200000.0
"Big Mommas: Like Father, Like Son",37900000.0,44800000.0,2011,17000000.0,82700000.0,65700000.0
Abduction,28100000.0,54000000.0,2011,17000000.0,82100000.0,65100000.0
"Tinker, Tailor, Soldier, Spy",24100000.0,56500000.0,2011,17000000.0,80600000.0,63600000.0
Priest,29100000.0,49200000.0,2011,17000000.0,78300000.0,61300000.0
Drive (2011),35100000.0,41100000.0,2011,17000000.0,76200000.0,59200000.0
The Mechanic,29100000.0,47000000.0,2011,17000000.0,76100000.0,59100000.0
The Ides of March,41000000.0,35000000.0,2011,17000000.0,76000000.0,59000000.0
The Change-Up,37100000.0,38400000.0,2011,17000000.0,75500000.0,58500000.0
The Lincoln Lawyer,58000000.0,17000000.0,2011,17000000.0,75000000.0,58000000.0
Diary of a Wimpy Kid: Rodrick Rules,52700000.0,19700000.0,2011,17000000.0,72400000.0,55400000.0
Larry Crowne,35600000.0,36400000.0,2011,17000000.0,72000000.0,55000000.0
The Dilemma,48500000.0,21200000.0,2011,17000000.0,69700000.0,52700000.0
The Darkest Hour,21400000.0,43200000.0,2011,17000000.0,64600000.0,47600000.0
Hanna,40300000.0,23500000.0,2011,17000000.0,63800000.0,46800000.0
Footloose (2011),51800000.0,11700000.0,2011,17000000.0,63500000.0,46500000.0
Elite Squad: The Enemy Within,100000.0,62900000.0,2011,17000000.0,63000000.0,46000000.0
Colombiana,36700000.0,24300000.0,2011,17000000.0,61000000.0,44000000.0
Something Borrowed,39000000.0,21100000.0,2011,17000000.0,60100000.0,43100000.0
One Day,13800000.0,45500000.0,2011,17000000.0,59300000.0,42300000.0
Beginning of the Great Revival,151000.0,58200000.0,2011,17000000.0,58351000.0,41351000.0
Killer Elite,25100000.0,31300000.0,2011,17000000.0,56400000.0,39400000.0
Extremely Loud & Incredibly Close,31800000.0,23400000.0,2011,17000000.0,55200000.0,38200000.0
The Tree of Life,13300000.0,41000000.0,2011,17000000.0,54300000.0,37300000.0
Tyler Perry's Madea's Big Happy Family,53300000.0,816000.0,2011,17000000.0,54116000.0,37116000.0
Detective Dee and the Mystery of the Phantom Flame,460000.0,51300000.0,2011,17000000.0,51760000.0,34760000.0
Winnie the Pooh,26700000.0,23200000.0,2011,17000000.0,49900000.0,32900000.0
Conan the Barbarian (2011),21300000.0,27500000.0,2011,17000000.0,48800000.0,31800000.0
Soul Surfer,43900000.0,3200000.0,2011,17000000.0,47100000.0,30100000.0
War of the Arrows,251000.0,45800000.0,2011,17000000.0,46051000.0,29051000.0
Arthur (2011),33000000.0,12700000.0,2011,17000000.0,45700000.0,28700000.0
The Debt,31200000.0,14500000.0,2011,17000000.0,45700000.0,28700000.0
Beastly,27900000.0,15300000.0,2011,17000000.0,43200000.0,26200000.0
Of Gods and Men,4000000.0,38200000.0,2011,17000000.0,42200000.0,25200000.0
Born to Be Wild (IMAX),25900000.0,15600000.0,2011,17000000.0,41500000.0,24500000.0
Evangelion 2.0: You Can (Not) Advance,134000.0,41000000.0,2011,17000000.0,41134000.0,24134000.0
Fright Night (2011),18300000.0,22700000.0,2011,17000000.0,41000000.0,24000000.0
30 Minutes or Less,37100000.0,3500000.0,2011,17000000.0,40600000.0,23600000.0
The Roommate,37300000.0,3200000.0,2011,17000000.0,40500000.0,23500000.0
Shark Night 3D,18900000.0,21300000.0,2011,17000000.0,40200000.0,23200000.0
Monte Carlo,23200000.0,16500000.0,2011,17000000.0,39700000.0,22700000.0
50/50,35000000.0,4200000.0,2011,17000000.0,39200000.0,22200000.0
Mars Needs Moms,21400000.0,17600000.0,2011,17000000.0,39000000.0,22000000.0
Dream House,21300000.0,17200000.0,2011,17000000.0,38500000.0,21500000.0
Jumping the Broom,37300000.0,415000.0,2011,17000000.0,37715000.0,20715000.0
Don't Be Afraid of the Dark,24000000.0,12900000.0,2011,17000000.0,36900000.0,19900000.0
RA One,2500000.0,33400000.0,2011,17000000.0,35900000.0,18900000.0
A Very Harold & Kumar 3D Christmas,35100000.0,326000.0,2011,17000000.0,35426000.0,18426000.0
My Week with Marilyn,14600000.0,20500000.0,2011,17000000.0,35100000.0,18100000.0
The Sitter,30400000.0,4500000.0,2011,17000000.0,34900000.0,17900000.0
Jane Eyre,11200000.0,23500000.0,2011,17000000.0,34700000.0,17700000.0
Courageous,34500000.0,19400000.0,2011,17000000.0,53900000.0,36900000.0
Shaolin,66100.0,33600000.0,2011,17000000.0,33666100.0,16666100.0
African Cats,15400000.0,15400000.0,2011,17000000.0,30800000.0,13800000.0
The Skin I Live In,3200000.0,27700000.0,2011,17000000.0,30900000.0,13900000.0
I Don't Know How She Does It,9700000.0,20900000.0,2011,17000000.0,30600000.0,13600000.0
What's Your Number?,14000000.0,16399999.0,2011,17000000.0,30399999.0,13399999.0
Drive Angry,10700000.0,18200000.0,2011,17000000.0,28900000.0,11900000.0
Carnage (2011),2500000.0,25100000.0,2011,17000000.0,27600000.0,10600000.0
A Dangerous Method,5700000.0,21800000.0,2011,17000000.0,27500000.0,10500000.0
The Thing (2011),16900000.0,10500000.0,2011,17000000.0,27400000.0,10400000.0
The Eagle,19500000.0,7600000.0,2011,17000000.0,27100000.0,10100000.0
Legend of the Fist: The Return of Chen Zhen,50400.0,26500000.0,2011,17000000.0,26550400.0,9550400.0
Apollo 18,17700000.0,7900000.0,2011,17000000.0,25600000.0,8600000.0
Biutiful,5100000.0,20000000.0,2011,17000000.0,25100000.0,8100000.0
Your Highness,21600000.0,3300000.0,2011,17000000.0,24900000.0,7900000.0
Our Idiot Brother,24800000.0,19400000.0,2011,17000000.0,44200000.0,27200000.0
The Rum Diary,13100000.0,10800000.0,2011,17000000.0,23900000.0,6900000.0
The Women on the 6th Floor,720000.0,22500000.0,2011,17000000.0,23220000.0,6220000.0
Potiche,1600000.0,21600000.0,2011,17000000.0,23200000.0,6200000.0
Warrior,13700000.0,9400000.0,2011,17000000.0,23100000.0,6100000.0
Young Adult,16300000.0,6600000.0,2011,17000000.0,22900000.0,5900000.0
Sarah's Key,7700000.0,13400000.0,2011,17000000.0,21100000.0,4100000.0
The Way Back,2700000.0,17600000.0,2011,17000000.0,20300000.0,3300000.0
A Separation,7100000.0,12800000.0,2011,17000000.0,19900000.0,2900000.0
The Guard,5400000.0,14200000.0,2011,17000000.0,19600000.0,2600000.0
Margin Call,5400000.0,14200000.0,2011,17000000.0,19600000.0,2600000.0
Glee The 3D Concert Movie,11900000.0,6800000.0,2011,17000000.0,18700000.0,1700000.0
Shame,3900000.0,13800000.0,2011,17000000.0,17700000.0,700000.0
13 Assassins,803000.0,16800000.0,2011,17000000.0,17603000.0,603000.0
Hoodwinked Too! Hood vs. Evil,10100000.0,6800000.0,2011,17000000.0,16900000.0,-100000.0
The Heir Apparent: Largo Winch,10400.0,16900000.0,2011,17000000.0,16910400.0,-89600.0
The Last Godfather,164000.0,16600000.0,2011,17000000.0,16764000.0,-236000.0
Delhi Belly,1500000.0,15200000.0,2011,17000000.0,16700000.0,-300000.0
Melancholia,3000000.0,12900000.0,2011,17000000.0,15900000.0,-1100000.0
Judy Moody and the NOT Bummer Summer,15000000.0,678000.0,2011,17000000.0,15678000.0,-1322000.0
The Conspirator,11500000.0,3900000.0,2011,17000000.0,15400000.0,-1600000.0
Anonymous,4500000.0,10900000.0,2011,17000000.0,15400000.0,-1600000.0
Ip Man 2: Legend of the Grandmaster,206000.0,14900000.0,2011,17000000.0,15106000.0,-1894000.0
The Housemaid,158000.0,14600000.0,2011,17000000.0,14758000.0,-2242000.0
Desert Flower,44300.0,14600000.0,2011,17000000.0,14644300.0,-2355700.0
Pina,3500000.0,11100000.0,2011,17000000.0,14600000.0,-2400000.0
Beginners,5800000.0,8500000.0,2011,17000000.0,14300000.0,-2700000.0
My Afternoons with Margueritte,667000.0,13600000.0,2011,17000000.0,14267000.0,-2733000.0
I Saw the Devil,129000.0,12600000.0,2011,17000000.0,12729000.0,-4271000.0
The Hedgehog,708000.0,12000000.0,2011,17000000.0,12708000.0,-4292000.0
Gainsbourg: A Heroic Life,233000.0,12000000.0,2011,17000000.0,12233000.0,-4767000.0
The Warring States,69000.0,11800000.0,2011,17000000.0,11869000.0,-5131000.0
What Women Want (Wo Zhi Nu Run Xin),124000.0,11700000.0,2011,17000000.0,11824000.0,-5176000.0
Snow Flower and the Secret Fan,1300000.0,10000000.0,2011,17000000.0,11300000.0,-5700000.0
Win Win,10200000.0,652000.0,2011,17000000.0,10852000.0,-6148000.0
Flying Monsters,5700000.0,5100000.0,2011,17000000.0,10800000.0,-6200000.0
City of Life and Death,123000.0,10600000.0,2011,17000000.0,10723000.0,-6277000.0
Le Havre,612000.0,9900000.0,2011,17000000.0,10512000.0,-6488000.0
Straw Dogs (2011),10300000.0,19400000.0,2011,17000000.0,29700000.0,12700000.0
Prom,10100000.0,19400000.0,2011,17000000.0,29500000.0,12500000.0
In a Better World,1000000.0,8600000.0,2011,17000000.0,9600000.0,-7400000.0
Trespass (2011),24100.0,9600000.0,2011,17000000.0,9624100.0,-7375900.0
Saving Private Perez,1400000.0,7900000.0,2011,17000000.0,9300000.0,-7700000.0
Point Blank,708000.0,8500000.0,2011,17000000.0,9208000.0,-7792000.0
Winter in Wartime,543000.0,8700000.0,2011,17000000.0,9243000.0,-7757000.0
Barney's Version (U.S. only),4400000.0,4000000.0,2011,17000000.0,8400000.0,-8600000.0
Outrage (2011),44700.0,8400000.0,2011,17000000.0,8444700.0,-8555300.0
Senna,1600000.0,6600000.0,2011,17000000.0,8200000.0,-8800000.0
Last Night,99000.0,7600000.0,2011,17000000.0,7699000.0,-9301000.0
The Big Year,7200000.0,244000.0,2011,17000000.0,7444000.0,-9556000.0
The Beaver,971000.0,6300000.0,2011,17000000.0,7271000.0,-9729000.0
Take Me Home Tonight,6900000.0,19400000.0,2011,17000000.0,26300000.0,9300000.0
Cedar Rapids,6900000.0,19400000.0,2011,17000000.0,26300000.0,9300000.0
The Princess of Montpensier,352000.0,6400000.0,2011,17000000.0,6752000.0,-10248000.0
Cave of Forgotten Dreams,5300000.0,1200000.0,2011,17000000.0,6500000.0,-10500000.0
Sex and Zen 3D: Extreme Ecstasy,153000.0,6200000.0,2011,17000000.0,6353000.0,-10647000.0
We Need to Talk About Kevin,1700000.0,4300000.0,2011,17000000.0,6000000.0,-11000000.0
Attack the Block,1000000.0,4800000.0,2011,17000000.0,5800000.0,-11200000.0
Even the Rain,518000.0,5300000.0,2011,17000000.0,5818000.0,-11182000.0
Young Goethe in Love,162000.0,5600000.0,2011,17000000.0,5762000.0,-11238000.0
11-11-11,32800.0,5700000.0,2011,17000000.0,5732800.0,-11267200.0
Certified Copy,1400000.0,4099999.0,2011,17000000.0,5499999.0,-11500001.0
Thank You (2011),464000.0,5000000.0,2011,17000000.0,5464000.0,-11536000.0
The Company Men,4400000.0,441000.0,2011,17000000.0,4841000.0,-12159000.0
Tucker & Dale Vs. Evil,224000.0,4500000.0,2011,17000000.0,4724000.0,-12276000.0
London Boulevard,16100.0,4600000.0,2011,17000000.0,4616100.0,-12383900.0
Dylan Dog: Dead of Night,1200000.0,3400000.0,2011,17000000.0,4600000.0,-12400000.0
The Names of Love,514000.0,4099999.0,2011,17000000.0,4613999.0,-12386001.0
The Way,4400000.0,19400000.0,2011,17000000.0,23800000.0,6800000.0
Burke and Hare,4800.0,4300000.0,2011,17000000.0,4304800.0,-12695200.0
King of Devil's Island,7600.0,4200000.0,2011,17000000.0,4207600.0,-12792400.0
Bride Flight,501000.0,3700000.0,2011,17000000.0,4201000.0,-12799000.0
Trollhunter,253000.0,3900000.0,2011,17000000.0,4153000.0,-12847000.0
Buck,4000000.0,19400000.0,2011,17000000.0,23400000.0,6400000.0
Carancho,85500.0,3900000.0,2011,17000000.0,3985500.0,-13014500.0
Like Crazy,3400000.0,336000.0,2011,17000000.0,3736000.0,-13264000.0
The Double,138000.0,3600000.0,2011,17000000.0,3738000.0,-13262000.0
Don 2,3700000.0,19400000.0,2011,17000000.0,23100000.0,6100000.0
Love Crime,540000.0,3100000.0,2011,17000000.0,3640000.0,-13360000.0
Incendies (U.S. only),2100000.0,1500000.0,2011,17000000.0,3600000.0,-13400000.0
Martha Marcy May Marlene,3000000.0,548000.0,2011,17000000.0,3548000.0,-13452000.0
The King's Speech (PG-13),3300000.0,19400000.0,2011,17000000.0,22700000.0,5700000.0
Machine Gun Preacher,539000.0,2800000.0,2011,17000000.0,3339000.0,-13661000.0
The Last Circus,40500.0,3200000.0,2011,17000000.0,3240500.0,-13759500.0
From Prada to Nada,3000000.0,123000.0,2011,17000000.0,3123000.0,-13877000.0
Flypaper,5000.0,3100000.0,2011,17000000.0,3105000.0,-13895000.0
Zindagi Na Milegi Dobara,3100000.0,19400000.0,2011,17000000.0,22500000.0,5500000.0
Take Shelter,1700000.0,1400000.0,2011,17000000.0,3100000.0,-13900000.0
The Greatest Miracle,555000.0,2500000.0,2011,17000000.0,3055000.0,-13945000.0
Rapt,45800.0,2900000.0,2011,17000000.0,2945800.0,-14054200.0
Pastorela,161000.0,2700000.0,2011,17000000.0,2861000.0,-14139000.0
The Double Hour,1500000.0,1200000.0,2011,17000000.0,2700000.0,-14300000.0
Everything Must Go,2700000.0,19400000.0,2011,17000000.0,22100000.0,5100000.0
3 (2011),60000.0,2600000.0,2011,17000000.0,2660000.0,-14340000.0
Oranges and Sunshine,143000.0,2400000.0,2011,17000000.0,2543000.0,-14457000.0
Ong Bak 3,14900.0,2300000.0,2011,17000000.0,2314900.0,-14685100.0
Poetry,356000.0,1900000.0,2011,17000000.0,2256000.0,-14744000.0
The Tree,71200.0,2100000.0,2011,17000000.0,2171200.0,-14828800.0
"The Butcher, the Chef and the Swordsman",47900.0,2000000.0,2011,17000000.0,2047900.0,-14952100.0
The Trip (2011),2000000.0,19400000.0,2011,17000000.0,21400000.0,4400000.0
Armadillo,14600.0,2000000.0,2011,17000000.0,2014600.0,-14985400.0
Bodyguard,1800000.0,19400000.0,2011,17000000.0,21200000.0,4200000.0
Brighton Rock,230000.0,1600000.0,2011,17000000.0,1830000.0,-15170000.0
A Somewhat Gentle Man,37700.0,1800000.0,2011,17000000.0,1837700.0,-15162300.0
The Topp Twins: Untouchable Girls,29300.0,1800000.0,2011,17000000.0,1829300.0,-15170700.0
Another Earth,1300000.0,456000.0,2011,17000000.0,1756000.0,-15244000.0
A Better Life,1800000.0,19400000.0,2011,17000000.0,21200000.0,4200000.0
Chalet Girl,1700.0,1700000.0,2011,17000000.0,1701700.0,-15298300.0
Yamla Pagla Deewana,993000.0,600000.0,2011,17000000.0,1593000.0,-15407000.0
Bill Cunningham New York,1500000.0,19400000.0,2011,17000000.0,20900000.0,3900000.0
The Art of Getting By,1400000.0,19400000.0,2011,17000000.0,20800000.0,3800000.0
The Devil's Double,1400000.0,19400000.0,2011,17000000.0,20800000.0,3800000.0
Uncle Boonmee Who Can Recall His Past Lives,184000.0,946000.0,2011,17000000.0,1130000.0,-15870000.0
The Whistleblower,1100000.0,19400000.0,2011,17000000.0,20500000.0,3500000.0
Red State,1100000.0,19400000.0,2011,17000000.0,20500000.0,3500000.0
London River,7200.0,1100000.0,2011,17000000.0,1107200.0,-15892800.0
Desi Boyz,1100000.0,19400000.0,2011,17000000.0,20500000.0,3500000.0
When We Leave (Die Fremde),19600.0,1100000.0,2011,17000000.0,1119600.0,-15880400.0
There Be Dragons,1100000.0,19400000.0,2011,17000000.0,20500000.0,3500000.0
Vanishing on 7th Street,22700.0,1000000.0,2011,17000000.0,1022700.0,-15977300.0
Page One: A Year Inside the New York Times,1100000.0,19400000.0,2011,17000000.0,20500000.0,3500000.0
The Time That Remains,32900.0,1000000.0,2011,17000000.0,1032900.0,-15967100.0
Rockstar (2011),987000.0,19400000.0,2011,17000000.0,20387000.0,3387000.0
Meek's Cutoff,978000.0,19400000.0,2011,17000000.0,20378000.0,3378000.0
Texas Killing Fields,45500.0,912000.0,2011,17000000.0,957500.0,-16042500.0
Ready,955000.0,19400000.0,2011,17000000.0,20355000.0,3355000.0
Miral,373000.0,527000.0,2011,17000000.0,900000.0,-16100000.0
Submarine,468000.0,397000.0,2011,17000000.0,865000.0,-16135000.0
